run,task,attack,level,n_samples,accuracy,macro_f1,auc,positive_rate,mean_ai_probability,skipped_images,model_output,feature_profile,true_distribution,prediction_distribution
outputs_v2_full_best_robust_20pct,ai_subsource_attribution,clean,none,4800,0.9991666666666666,0.999166579499406,,,,0,outputs_v2_full_best,fusion_freq,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 1199, ""BigGAN"": 1201, ""VQDM"": 1202, ""glide"": 1198}"
outputs_v2_full_best_robust_20pct,ai_subsource_attribution,jpeg,95,4800,0.37375,0.2951705285945895,,,,0,outputs_v2_full_best,fusion_freq,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 2577, ""BigGAN"": 12, ""VQDM"": 1342, ""glide"": 869}"
outputs_v2_full_best_robust_20pct,ai_subsource_attribution,jpeg,75,4800,0.3604166666666666,0.2586856720772427,,,,0,outputs_v2_full_best,fusion_freq,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 2744, ""BigGAN"": 7, ""VQDM"": 1814, ""glide"": 235}"
outputs_v2_full_best_robust_20pct,ai_subsource_attribution,jpeg,50,4800,0.3558333333333333,0.2526229336519835,,,,0,outputs_v2_full_best,fusion_freq,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 2678, ""BigGAN"": 9, ""VQDM"": 1876, ""glide"": 237}"
outputs_v2_full_best_robust_20pct,ai_subsource_attribution,resize,0.5,4800,0.27875,0.1551099699718885,,,,0,outputs_v2_full_best,fusion_freq,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""BigGAN"": 4624, ""glide"": 176}"
outputs_v2_full_best_robust_20pct,ai_subsource_attribution,resize,0.75,4800,0.365625,0.2858256838419318,,,,0,outputs_v2_full_best,fusion_freq,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 605, ""BigGAN"": 112, ""VQDM"": 33, ""glide"": 4050}"
outputs_v2_full_best_robust_20pct,ai_subsource_attribution,resize,1.5,4800,0.6322916666666667,0.6281927435658483,,,,0,outputs_v2_full_best,fusion_freq,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 909, ""BigGAN"": 389, ""VQDM"": 751, ""glide"": 2751}"
outputs_v2_full_best_robust_20pct,ai_subsource_attribution,noise,2,4800,0.3004166666666666,0.1886679932653848,,,,0,outputs_v2_full_best,fusion_freq,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 4555, ""VQDM"": 238, ""glide"": 7}"
outputs_v2_full_best_robust_20pct,ai_subsource_attribution,noise,5,4800,0.2527083333333333,0.1055757521345713,,,,0,outputs_v2_full_best,fusion_freq,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 4787, ""VQDM"": 13}"
outputs_v2_full_best_robust_20pct,ai_subsource_attribution,noise,10,4800,0.25,0.1,,,,0,outputs_v2_full_best,fusion_freq,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 4800}"
outputs_4gen_full_best_robust_20pct,binary_ai_vs_nature,clean,none,9600,0.8941666666666667,0.894157364091245,0.9619539496527778,0.490625,0.5097659635444735,0,outputs_4gen_full_best,baseline,"{""ai"": 4800, ""nature"": 4800}","{""ai"": 4710, ""nature"": 4890}"
outputs_4gen_full_best_robust_20pct,binary_ai_vs_nature,jpeg,95,9600,0.8686458333333333,0.8686256467858522,0.9401166666666668,0.5123958333333334,0.5090869432995218,0,outputs_4gen_full_best,baseline,"{""ai"": 4800, ""nature"": 4800}","{""ai"": 4919, ""nature"": 4681}"
outputs_4gen_full_best_robust_20pct,binary_ai_vs_nature,jpeg,75,9600,0.7728125,0.7696033237968913,0.8785841145833333,0.3819791666666666,0.3903342641770317,0,outputs_4gen_full_best,baseline,"{""ai"": 4800, ""nature"": 4800}","{""ai"": 3667, ""nature"": 5933}"
outputs_4gen_full_best_robust_20pct,binary_ai_vs_nature,jpeg,50,9600,0.7570833333333333,0.7547115301007801,0.8451100694444444,0.4016666666666666,0.4154948315754523,0,outputs_4gen_full_best,baseline,"{""ai"": 4800, ""nature"": 4800}","{""ai"": 3856, ""nature"": 5744}"
outputs_4gen_full_best_robust_20pct,binary_ai_vs_nature,resize,0.5,9600,0.4948958333333333,0.3423958180632385,0.4316815972222222,0.9815625,0.9489633603776448,0,outputs_4gen_full_best,baseline,"{""ai"": 4800, ""nature"": 4800}","{""ai"": 9423, ""nature"": 177}"
outputs_4gen_full_best_robust_20pct,binary_ai_vs_nature,resize,0.75,9600,0.5971875,0.5678575119941507,0.5953096788194445,0.2394791666666666,0.3537550588240108,0,outputs_4gen_full_best,baseline,"{""ai"": 4800, ""nature"": 4800}","{""ai"": 2299, ""nature"": 7301}"
outputs_4gen_full_best_robust_20pct,binary_ai_vs_nature,resize,1.5,9600,0.7945833333333333,0.7910750997787677,0.8703449652777777,0.3704166666666666,0.4318624914498771,0,outputs_4gen_full_best,baseline,"{""ai"": 4800, ""nature"": 4800}","{""ai"": 3556, ""nature"": 6044}"
outputs_4gen_full_best_robust_20pct,binary_ai_vs_nature,noise,2,9600,0.8470833333333333,0.8460300761402075,0.9067242621527776,0.5827083333333334,0.5383995656727618,0,outputs_4gen_full_best,baseline,"{""ai"": 4800, ""nature"": 4800}","{""ai"": 5594, ""nature"": 4006}"
outputs_4gen_full_best_robust_20pct,binary_ai_vs_nature,noise,5,9600,0.69625,0.6695673326438618,0.7980069444444444,0.7841666666666667,0.7104445038665816,0,outputs_4gen_full_best,baseline,"{""ai"": 4800, ""nature"": 4800}","{""ai"": 7528, ""nature"": 2072}"
outputs_4gen_full_best_robust_20pct,binary_ai_vs_nature,noise,10,9600,0.5365625,0.4116787438986347,0.6343907986111111,0.9607291666666666,0.8571777505650452,0,outputs_4gen_full_best,baseline,"{""ai"": 4800, ""nature"": 4800}","{""ai"": 9223, ""nature"": 377}"
outputs_4gen_full_best_robust_20pct,ai_subsource_attribution,clean,none,4800,0.9047916666666668,0.9048504976585744,,,,0,outputs_4gen_full_best,baseline,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 1184, ""BigGAN"": 1202, ""VQDM"": 1224, ""glide"": 1190}"
outputs_4gen_full_best_robust_20pct,ai_subsource_attribution,jpeg,95,4800,0.4258333333333333,0.3677626387141146,,,,0,outputs_4gen_full_best,baseline,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 3475, ""BigGAN"": 12, ""VQDM"": 1050, ""glide"": 263}"
outputs_4gen_full_best_robust_20pct,ai_subsource_attribution,jpeg,75,4800,0.3391666666666666,0.2517915660654587,,,,0,outputs_4gen_full_best,baseline,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 3458, ""BigGAN"": 30, ""VQDM"": 1234, ""glide"": 78}"
outputs_4gen_full_best_robust_20pct,ai_subsource_attribution,jpeg,50,4800,0.3208333333333333,0.2473962213717651,,,,0,outputs_4gen_full_best,baseline,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 3528, ""BigGAN"": 35, ""VQDM"": 1034, ""glide"": 203}"
outputs_4gen_full_best_robust_20pct,ai_subsource_attribution,resize,0.5,4800,0.2541666666666666,0.1092031489974305,,,,0,outputs_4gen_full_best,baseline,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 38, ""BigGAN"": 4736, ""glide"": 26}"
outputs_4gen_full_best_robust_20pct,ai_subsource_attribution,resize,0.75,4800,0.1927083333333333,0.1329143277473252,,,,0,outputs_4gen_full_best,baseline,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 3536, ""BigGAN"": 168, ""VQDM"": 3, ""glide"": 1093}"
outputs_4gen_full_best_robust_20pct,ai_subsource_attribution,resize,1.5,4800,0.5129166666666667,0.4498388374604646,,,,0,outputs_4gen_full_best,baseline,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 1982, ""BigGAN"": 281, ""VQDM"": 177, ""glide"": 2360}"
outputs_4gen_full_best_robust_20pct,ai_subsource_attribution,noise,2,4800,0.3672916666666667,0.2597488953684766,,,,0,outputs_4gen_full_best,baseline,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 2957, ""VQDM"": 1797, ""glide"": 46}"
outputs_4gen_full_best_robust_20pct,ai_subsource_attribution,noise,5,4800,0.3416666666666667,0.2515262314662286,,,,0,outputs_4gen_full_best,baseline,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 3973, ""VQDM"": 795, ""glide"": 32}"
outputs_4gen_full_best_robust_20pct,ai_subsource_attribution,noise,10,4800,0.2995833333333333,0.1951220419365626,,,,0,outputs_4gen_full_best,baseline,"{""ADM"": 1200, ""BigGAN"": 1200, ""VQDM"": 1200, ""glide"": 1200}","{""ADM"": 4419, ""VQDM"": 379, ""glide"": 2}"
